Titre,Nombre de pièces,Ville,Prix,Esesntiel,autre,Titre_,nb_pieces_,prix_,Chambres,Surface_m2,Pieces,Salle_de_bain,Sejour_m2,Terrain_m2,Alarme,Place de parking,Jardin privatif,Cave,Cheminée,Climatisation,Dépendance,Garage,Gardien,Grenier,Meublé,Piscine,Terrasse,Balcon,Étage
Maison à vendre,7 pièces •,Saint-Germain-lès-Corbeil,410 000 €,"['7 pièces', 'Surface 170 m²', '4 chambres', '2 salles de bain/eau', 'Séjour 53,94 m²']","['Cheminée', 'Alarme', 'Terrasse', 'Garage', 'Avec jardin privatif']",Maison,7.0,410000,4.0,170.0,7.0,2.0,53.0,,True,False,True,False,True,False,False,True,False,False,False,False,True,False,
Maison à vendre,4 pièces •,Savigny-sur-Orge,334 000 €,"['4 pièces', 'Surface 89 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 360 m²']","['Grenier', 'Alarme', 'Terrasse', 'Balcon', 'Garage', 'Cave', 'Avec jardin privatif']",Maison,4.0,334000,3.0,89.0,4.0,1.0,,360.0,True,False,True,True,False,False,False,True,False,True,False,False,True,True,
Appartement à vendre,"3 pièces •                            67,54 m2",Corbeil-Essonnes,180 000 €,"['3 pièces', 'Surface 67,54 m²', '2 chambres', '1 salle de bain/eau', 'Terrain 70 m²', 'Séjour 22,65 m²']","['Ascenseur', 'Terrasse', 'Balcon', 'Avec jardin privatif', '1 place de parking', 'Bâtiment composé de 3 étages']",Appartement,3.0,180000,2.0,67.0,3.0,1.0,22.0,70.0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,3.0
Maison à vendre,5 pièces •,Orsay,680 000 €,"['5 pièces', 'Surface 155 m²', '4 chambres', '3 salles de bain/eau', 'Terrain 625 m²', 'Séjour 40,56 m²']","['Cheminée', 'Terrasse', 'Avec jardin privatif']",Maison,5.0,680000,4.0,155.0,5.0,3.0,40.0,625.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,
Appartement à vendre,"1 pièce •                            16,89 m2",Soisy-sur-Seine,82 000 €,"['1 pièce', 'Surface 16,89 m²', '1 salle de bain/eau', 'Séjour 10,05 m²']","['Balcon', 'Cave', 'Bâtiment composé de 2 étages']",Appartement,1.0,82000,,16.0,1.0,1.0,10.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2.0
Appartement à vendre,"3 pièces •                            81,74 m2",Saint-Michel-sur-Orge,153 000 €,"['3 pièces', 'Surface 81,74 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 22,52 m²']","['Ascenseur', 'Gardien', 'Balcon', 'Cave', '1 place de parking', 'Bâtiment composé de 12 étages']",Appartement,3.0,153000,2.0,81.0,3.0,1.0,22.0,,False,True,False,True,False,False,False,False,True,False,False,False,False,True,12.0
Maison à vendre,4 pièces •,Nozay,235 000 €,"['4 pièces', 'Surface 110,86 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 342 m²', 'Séjour 30,91 m²']","['Cheminée', 'Avec jardin privatif', '1 place de parking']",Maison,4.0,235000,3.0,110.0,4.0,1.0,30.0,342.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,
Maison à vendre,4 pièces •,Montlhéry,388 000 €,"['4 pièces', 'Surface 95 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 1\xa0669 m²', 'Séjour 25 m²']","['Terrasse', 'Avec jardin privatif']",Maison,4.0,388000,3.0,95.0,4.0,1.0,25.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,
Appartement à vendre,3 pièces •                            64 m2,Palaiseau,229 000 €,"['3 pièces', 'Surface 64 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 17 m²']","['Gardien', 'Balcon', 'Cave', '1 place de parking', 'Bâtiment composé de 4 étages', 'Étage 4']",Appartement,3.0,229000,2.0,64.0,3.0,1.0,17.0,,False,True,False,True,False,False,False,False,True,False,False,False,False,True,4.0
Maison à vendre,5 pièces •,Villebon-sur-Yvette,419 000 €,"['5 pièces', 'Surface 105 m²', '4 chambres', '1 salle de bain/eau', 'Terrain 401 m²']","['Terrasse', 'Balcon', 'Garage', 'Avec jardin privatif', '1 place de parking']",Maison,5.0,419000,4.0,105.0,5.0,1.0,,401.0,False,True,True,False,False,False,False,True,False,False,False,False,True,True,
Appartement à vendre,"3 pièces •                            57,90 m2",Saint-Michel-sur-Orge,174 900 €,"['3 pièces', 'Surface 57,90 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 14,58 m²']","['Gardien', 'Balcon', 'Cave', '1 place de parking', 'Bâtiment composé de 4 étages', 'Étage 4']",Appartement,3.0,174900,2.0,57.0,3.0,1.0,14.0,,False,True,False,True,False,False,False,False,True,False,False,False,False,True,4.0
Maison à vendre,4 pièces •,Vigneux-sur-Seine,269 900 €,"['4 pièces', 'Surface 90,73 m²', '3 chambres', '2 salles de bain/eau', 'Terrain 379 m²', 'Séjour 26,07 m²']","['Grenier', 'Terrasse', 'Garage', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,4.0,269900,3.0,90.0,4.0,2.0,26.0,379.0,False,True,True,True,False,False,False,True,False,True,False,False,True,False,
Appartement à vendre,"5 pièces •                            78,46 m2",Évry,118 999 €,"['5 pièces', '3 chambres', '1 salle de bain/eau', 'Séjour 35,80 m²']","['Gardien', 'Bâtiment composé de 12 étages', 'Étage 10']",Appartement,5.0,118999,3.0,,5.0,1.0,35.0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.0
Maison à vendre,4 pièces •                            100 m2,Nozay,359 000 €,"['4 pièces', 'Surface 100 m²', '3 chambres', '2 salles de bain/eau', 'Terrain 253 m²', 'Séjour 35,05 m²']","['Alarme', 'Terrasse', 'Garage', 'Avec jardin privatif', '1 place de parking']",Maison,4.0,359000,3.0,100.0,4.0,2.0,35.0,253.0,True,True,True,False,False,False,False,True,False,False,False,False,True,False,
Maison à vendre,4 pièces •                            60 m2,Sainte-Geneviève-des-Bois,298 000 €,"['4 pièces', 'Surface 75 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 436 m²', 'Séjour 20 m²']","['Alarme', 'Garage', 'Dépendance', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,4.0,298000,3.0,75.0,4.0,1.0,20.0,436.0,True,True,True,True,False,False,True,True,False,False,False,False,False,False,
Appartement à vendre,4 pièces •                            77 m2,Draveil,156 000 €,"['4 pièces', 'Surface 77 m²', '3 chambres', '1 salle de bain/eau']","['Balcon', '1 place de parking', ""Bâtiment composé d'un étage""]",Appartement,4.0,156000,3.0,77.0,4.0,1.0,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1.0
Appartement à vendre,"3 pièces •                            66,50 m2",Viry-Châtillon,190 000 €,"['3 pièces', 'Surface 66,50 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 20,06 m²']","['Balcon', 'Cave', '1 place de parking', 'Bâtiment composé de 15 étages']",Appartement,3.0,190000,2.0,66.0,3.0,1.0,20.0,,False,True,False,True,False,False,False,False,False,False,False,False,False,True,15.0
Maison à vendre,5 pièces •                            127 m2,La Ferté-Alais,330 000 €,"['5 pièces', 'Surface 127 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 19 m²', 'Séjour 24,49 m²']","['Terrasse', 'Cave']",Maison,5.0,330000,4.0,127.0,5.0,2.0,24.0,19.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,
Maison à vendre,5 pièces •                            122 m2,Saint-Germain-lès-Corbeil,385 000 €,"['5 pièces', 'Surface 122 m²', '4 chambres', '1 salle de bain/eau', 'Terrain 541 m²', 'Séjour 35 m²']","['Alarme', 'Terrasse', 'Garage', '1 place de parking']",Maison,5.0,385000,4.0,122.0,5.0,1.0,35.0,541.0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,
Appartement à vendre,"3 pièces •                            53,14 m2",Viry-Châtillon,185 000 €,"['3 pièces', 'Surface 53,14 m²', '2 chambres', '1 salle de bain/eau']","['Ascenseur', 'Balcon', 'Garage', '1 place de parking', 'Bâtiment composé de 6 étages', 'Étage 6']",Appartement,3.0,185000,2.0,53.0,3.0,1.0,,,False,True,False,False,False,False,False,True,False,False,False,False,False,True,6.0
Maison à vendre,3 pièces •,Vigneux-sur-Seine,265 000 €,"['3 pièces', 'Surface 50,34 m²', '2 chambres', '1 salle de bain/eau', 'Terrain 260 m²', 'Séjour 15,85 m²']","['Grenier', 'Garage', 'Avec jardin privatif', '1 place de parking']",Maison,3.0,265000,2.0,50.0,3.0,1.0,15.0,260.0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,
Maison à vendre,5 pièces •                            125 m2,Corbeil-Essonnes,275 000 €,"['5 pièces', 'Surface 125 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 294 m²', 'Séjour 40 m²']",['Terrasse'],Maison,5.0,275000,4.0,125.0,5.0,2.0,40.0,294.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,
Appartement à vendre,"2 pièces •                            41,21 m2",Leuville-sur-Orge,150 000 €,"['2 pièces', 'Surface 41 m²', '1 chambre', '1 salle de bain/eau', 'Terrain 200 m²', 'Séjour 22 m²']","['Avec jardin privatif', '1 place de parking']",Appartement,2.0,150000,,41.0,2.0,1.0,22.0,200.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,"3 pièces •                            49,92 m2",Orsay,200 000 €,"['3 pièces', 'Surface 56,07 m²', '2 chambres', '1 salle de bain/eau']","['Gardien', 'Balcon', 'Cave']",Appartement,3.0,200000,2.0,56.0,3.0,1.0,,,False,False,False,True,False,False,False,False,True,False,False,False,False,True,
Appartement à vendre,"4 pièces •                            76,54 m2",Yerres,279 000 €,"['4 pièces', 'Surface 76,54 m²', '3 chambres', '2 salles de bain/eau', 'Séjour 30,92 m²']","['Balcon', 'Étage 1']",Appartement,4.0,279000,3.0,76.0,4.0,2.0,30.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
Appartement à vendre,"3 pièces •                            68,14 m2",Évry,139 900 €,"['3 pièces', 'Surface 68,14 m²', '2 chambres', '1 salle de bain/eau']","['Balcon', 'Bâtiment composé de 3 étages', 'Étage 1']",Appartement,3.0,139900,2.0,68.0,3.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0
Appartement à vendre,"3 pièces •                            60,18 m2",Sainte-Geneviève-des-Bois,243 000 €,"['3 pièces', 'Surface 60,18 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 17,50 m²']","['Ascenseur', 'Balcon', 'Cave', '1 place de parking', 'Bâtiment composé de 2 étages']",Appartement,3.0,243000,2.0,60.0,3.0,1.0,17.0,,False,True,False,True,False,False,False,False,False,False,False,False,False,True,2.0
Appartement à vendre,4 pièces •                            86 m2,Yerres,269 000 €,"['4 pièces', 'Surface 86 m²', '2 chambres', '1 salle de bain/eau']","['Gardien', 'Terrasse', '1 place de parking']",Appartement,4.0,269000,2.0,86.0,4.0,1.0,,,False,True,False,False,False,False,False,False,True,False,False,False,True,False,
Maison à vendre,5 pièces •                            179 m2,Montgeron,770 000 €,"['5 pièces', 'Surface 179 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 518 m²', 'Séjour 52,83 m²']","['Grenier', 'Cheminée', 'Alarme', 'Terrasse', 'Balcon', 'Garage', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,5.0,770000,4.0,179.0,5.0,2.0,52.0,518.0,True,True,True,True,True,False,False,True,False,True,False,False,True,True,
Maison à vendre,7 pièces •                            152 m2,Boussy-Saint-Antoine,469 000 €,"['7 pièces', 'Surface 152 m²', '5 chambres', '1 salle de bain/eau', 'Terrain 6\xa0300 m²', 'Séjour 79 m²']","['Terrasse', 'Garage', 'Avec jardin privatif', '1 place de parking']",Maison,7.0,469000,5.0,152.0,7.0,1.0,79.0,6.0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,
Maison à vendre,6 pièces •                            153 m2,Montgeron,550 000 €,"['6 pièces', 'Surface 153 m²', '5 chambres', '1 salle de bain/eau', 'Terrain 400 m²', 'Séjour 33,25 m²']","['Terrasse', 'Garage', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,6.0,550000,5.0,153.0,6.0,1.0,33.0,400.0,False,True,True,True,False,False,False,True,False,False,False,False,True,False,
Appartement à vendre,"3 pièces •                            63,07 m2",Athis-Mons,164 000 €,"['3 pièces', 'Surface 63,07 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 16,10 m²']","['Ascenseur', 'Gardien', 'Balcon', 'Cave', '1 place de parking', 'Bâtiment composé de 6 étages', 'Étage 2']",Appartement,3.0,164000,2.0,63.0,3.0,1.0,16.0,,False,True,False,True,False,False,False,False,True,False,False,False,False,True,6.0
Appartement à vendre,"1 pièce •                            30,52 m2",Ris-Orangis,99 000 €,"['1 pièce', 'Surface 30,52 m²', '1 salle de bain/eau', 'Séjour 19,98 m²']","['Ascenseur', 'Balcon', 'Bâtiment composé de 6 étages', 'Étage 4']",Appartement,1.0,99000,,30.0,1.0,1.0,19.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6.0
Maison à vendre,6 pièces •,Gif-sur-Yvette,558 000 €,"['6 pièces', 'Surface 166 m²', '5 chambres', '2 salles de bain/eau', 'Terrain 720 m²']","['Cheminée', 'Alarme', 'Terrasse', 'Garage', '1 place de parking']",Maison,6.0,558000,5.0,166.0,6.0,2.0,,720.0,True,True,False,False,True,False,False,True,False,False,False,False,True,False,
Appartement à vendre,"3 pièces •                            61,24 m2",Yerres,187 000 €,"['3 pièces', 'Surface 61,88 m²', '2 chambres', '1 salle de bain/eau']","['Balcon', 'Cave', '1 place de parking']",Appartement,3.0,187000,2.0,61.0,3.0,1.0,,,False,True,False,True,False,False,False,False,False,False,False,False,False,True,
Maison à vendre,4 pièces •,Juvisy-sur-Orge,559 000 €,"['4 pièces', 'Surface 130,17 m²', '3 chambres', '2 salles de bain/eau', 'Terrain 493 m²', 'Séjour 34,05 m²']","['Cheminée', 'Climatisation', 'Terrasse', 'Garage', 'Dépendance', 'Cave', 'Avec jardin privatif']",Maison,4.0,559000,3.0,130.0,4.0,2.0,34.0,493.0,False,False,True,True,True,True,True,True,False,False,False,False,True,False,
Appartement à vendre,"3 pièces •                            60,45 m2",Sainte-Geneviève-des-Bois,249 000 €,"['3 pièces', 'Surface 60,45 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 19,35 m²']","['Ascenseur', 'Balcon', 'Garage', 'Cave', '1 place de parking', 'Bâtiment composé de 2 étages', 'Étage 1']",Appartement,3.0,249000,2.0,60.0,3.0,1.0,19.0,,False,True,False,True,False,False,False,True,False,False,False,False,False,True,2.0
Maison à vendre,4 pièces •                            71 m2,Brunoy,279 000 €,"['4 pièces', 'Surface 94 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 281 m²', 'Séjour 14 m²']","['Garage', 'Dépendance', 'Avec jardin privatif']",Maison,4.0,279000,3.0,94.0,4.0,1.0,14.0,281.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,
Maison à vendre,3 pièces •                            66 m2,Yerres,265 000 €,"['3 pièces', 'Surface 66 m²', '2 chambres', '1 salle de bain/eau', 'Terrain 300 m²', 'Séjour 27 m²']",['Terrasse'],Maison,3.0,265000,2.0,66.0,3.0,1.0,27.0,300.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,
Maison à vendre,4 pièces •,Bouray-sur-Juine,328 000 €,"['4 pièces', 'Surface 109 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 502 m²', 'Séjour 30,31 m²']","['Cheminée', 'Terrasse', 'Balcon', 'Avec jardin privatif']",Maison,4.0,328000,3.0,109.0,4.0,1.0,30.0,502.0,False,False,True,False,True,False,False,False,False,False,False,False,True,True,
Maison à vendre,"2 pièces •                            53,40 m2",Sainte-Geneviève-des-Bois,199 000 €,"['2 pièces', 'Surface 53,40 m²', '1 chambre', '3 salles de bain/eau', 'Terrain 62 m²', 'Séjour 14,55 m²']","['Terrasse', 'Dépendance', 'Cave', 'Avec jardin privatif']",Maison,2.0,199000,,53.0,2.0,3.0,14.0,62.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,
Appartement à vendre,"3 pièces •                            53,70 m2",Viry-Châtillon,212 000 €,"['3 pièces', 'Surface 53,70 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 16,10 m²']","['Ascenseur', 'Balcon', 'Garage', 'Bâtiment composé de 5 étages', 'Étage 2']",Appartement,3.0,212000,2.0,53.0,3.0,1.0,16.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,5.0
Maison à vendre,6 pièces •                            110 m2,Montgeron,395 000 €,"['6 pièces', 'Surface 120 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 593 m²', 'Séjour 38 m²']","['Terrasse', 'Garage', 'Dépendance', 'Avec jardin privatif', '1 place de parking']",Maison,6.0,395000,4.0,120.0,6.0,2.0,38.0,593.0,False,True,True,False,False,False,True,True,False,False,False,False,True,False,
Maison à vendre,5 pièces •,Sainte-Geneviève-des-Bois,349 000 €,"['5 pièces', 'Surface 115 m²', '3 chambres', '2 salles de bain/eau', 'Terrain 400 m²', 'Séjour 35 m²']","['Cheminée', 'Terrasse', 'Garage', 'Avec jardin privatif', '1 place de parking']",Maison,5.0,349000,3.0,115.0,5.0,2.0,35.0,400.0,False,True,True,False,True,False,False,True,False,False,False,False,True,False,
Maison à vendre,5 pièces •,Marolles-en-Hurepoix,340 000 €,"['5 pièces', 'Surface 124 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 363 m²', 'Séjour 43,11 m²']","['Terrasse', 'Garage', '1 place de parking']",Maison,5.0,340000,4.0,124.0,5.0,2.0,43.0,363.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,
Maison à vendre,"9 pièces •                            212,48 m2",Montgeron,549 500 €,"['9 pièces', 'Surface 212,48 m²', '7 chambres', '3 salles de bain/eau', 'Terrain 502 m²', 'Séjour 34,33 m²']","['Grenier', 'Cheminée', 'Alarme', 'Terrasse', 'Balcon', 'Garage', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,9.0,549500,7.0,212.0,9.0,3.0,34.0,502.0,True,True,True,True,True,False,False,True,False,True,False,False,True,True,
Appartement à vendre,"4 pièces •                            80,69 m2",Viry-Châtillon,170 000 €,"['4 pièces', 'Surface 80,69 m²', '2 chambres', '2 salles de bain/eau', 'Séjour 27,51 m²']","['Ascenseur', 'Gardien', 'Terrasse', 'Garage', 'Cave', 'Bâtiment composé de 5 étages']",Appartement,4.0,170000,2.0,80.0,4.0,2.0,27.0,,False,False,False,True,False,False,False,True,True,False,False,False,True,False,5.0
Maison à vendre,"5 pièces •                            114,06 m2",Vert-le-Grand,325 000 €,"['5 pièces', 'Surface 114,06 m²', '4 chambres', '3 salles de bain/eau', 'Terrain 391 m²', 'Séjour 33,12 m²']","['Grenier', 'Alarme', 'Terrasse', 'Cave', 'Avec jardin privatif']",Maison,5.0,325000,4.0,114.0,5.0,3.0,33.0,391.0,True,False,True,True,False,False,False,False,False,True,False,False,True,False,
Appartement à vendre,3 pièces •                            56 m2,Les Ulis,97 000 €,"['3 pièces', 'Surface 56 m²', '3 chambres', '1 salle de bain/eau']",[],Appartement,3.0,97000,3.0,56.0,3.0,1.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,"3 pièces •                            58,16 m2",Boussy-Saint-Antoine,155 000 €,"['3 pièces', 'Surface 58,16 m²', '2 chambres', '1 salle de bain/eau']","['Terrasse', 'Balcon', 'Cave']",Appartement,3.0,155000,2.0,58.0,3.0,1.0,,,False,False,False,True,False,False,False,False,False,False,False,False,True,True,
Maison à vendre,5 pièces •,Marolles-en-Hurepoix,360 000 €,"['5 pièces', 'Surface 125 m²', '4 chambres', '1 salle de bain/eau', 'Terrain 573 m²', 'Séjour 30,56 m²']","['Grenier', 'Cheminée', 'Terrasse', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,5.0,360000,4.0,125.0,5.0,1.0,30.0,573.0,False,True,True,True,True,False,False,False,False,True,False,False,True,False,
Maison à vendre,4 pièces •,Athis-Mons,429 000 €,"['4 pièces', 'Surface 115 m²', '3 chambres', '2 salles de bain/eau', 'Terrain 381 m²']","['Grenier', 'Terrasse', 'Garage', 'Avec jardin privatif', '1 place de parking']",Maison,4.0,429000,3.0,115.0,4.0,2.0,,381.0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,
Maison à vendre,4 pièces •,Savigny-sur-Orge,435 000 €,"['4 pièces', 'Surface 123,47 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 767 m²', 'Séjour 37 m²']","['Grenier', 'Terrasse', 'Balcon', 'Garage', 'Cave', 'Avec jardin privatif']",Maison,4.0,435000,3.0,123.0,4.0,1.0,37.0,767.0,False,False,True,True,False,False,False,True,False,True,False,False,True,True,
Maison à vendre,6 pièces •,Marcoussis,475 000 €,"['6 pièces', 'Surface 120,30 m²', '4 chambres', '3 salles de bain/eau', 'Terrain 474 m²', 'Séjour 34 m²']","['Grenier', 'Alarme', 'Terrasse', 'Garage', 'Dépendance', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,6.0,475000,4.0,120.0,6.0,3.0,34.0,474.0,True,True,True,True,False,False,True,True,False,True,False,False,True,False,
Maison à vendre,4 pièces •                            85 m2,Les Ulis,340 000 €,"['4 pièces', 'Surface 85 m²', '3 chambres', '2 salles de bain/eau', 'Terrain 409 m²', 'Séjour 24 m²']","['Cheminée', 'Terrasse', 'Garage', 'Avec jardin privatif']",Maison,4.0,340000,3.0,85.0,4.0,2.0,24.0,409.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,
Maison à vendre,4 pièces •                            80 m2,Juvisy-sur-Orge,389 000 €,"['4 pièces', 'Surface 80 m²', '3 chambres', '1 salle de bain/eau', 'Terrain 352 m²', 'Séjour 26,28 m²']","['Grenier', 'Alarme', 'Terrasse', 'Garage', 'Cave', 'Avec jardin privatif']",Maison,4.0,389000,3.0,80.0,4.0,1.0,26.0,352.0,True,False,True,True,False,False,False,True,False,True,False,False,True,False,
Appartement à vendre,"3 pièces •                            74,77 m2",Vigneux-sur-Seine,214 900 €,"['3 pièces', 'Surface 74,77 m²', '2 chambres', '1 salle de bain/eau', 'Séjour 21,58 m²']","['Ascenseur', 'Gardien', 'Balcon', '1 place de parking', 'Bâtiment composé de 6 étages', 'Étage 6']",Appartement,3.0,214900,2.0,74.0,3.0,1.0,21.0,,False,True,False,False,False,False,False,False,True,False,False,False,False,True,6.0
Appartement à vendre,"4 pièces •                            59,73 m2",Ris-Orangis,120 000 €,"['4 pièces', '3 chambres', '3 salles de bain/eau', 'Séjour 19,78 m²']","['Ascenseur', 'Gardien', 'Cave', '1 place de parking', 'Bâtiment composé de 7 étages', 'Étage 5']",Appartement,4.0,120000,3.0,,4.0,3.0,19.0,,False,True,False,True,False,False,False,False,True,False,False,False,False,False,7.0
Maison à vendre,6 pièces •                            95 m2,Vigneux-sur-Seine,345 000 €,"['6 pièces', 'Surface 150 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 401 m²', 'Séjour 30 m²']","['Terrasse', 'Garage', 'Dépendance', 'Avec jardin privatif', '1 place de parking']",Maison,6.0,345000,4.0,150.0,6.0,2.0,30.0,401.0,False,True,True,False,False,False,True,True,False,False,False,False,True,False,
Maison à vendre,6 pièces •,Montgeron,475 000 €,"['6 pièces', 'Surface 132,76 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 816 m²', 'Séjour 37,32 m²']","['Grenier', 'Cheminée', 'Climatisation', 'Terrasse', 'Garage', 'Dépendance', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,6.0,475000,4.0,132.0,6.0,2.0,37.0,816.0,False,True,True,True,True,True,True,True,False,True,False,False,True,False,
Appartement à vendre,3 pièces •,Crosne,165 000 €,"['3 pièces', 'Surface 57,36 m²', '2 chambres', '1 salle de bain/eau']","['Gardien', '1 place de parking', ""Bâtiment composé d'un étage""]",Appartement,3.0,165000,2.0,57.0,3.0,1.0,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1.0
Appartement à vendre,"4 pièces •                            100,63 m2",Gif-sur-Yvette,895 000 €,"['4 pièces', 'Surface 101 m²', '2 chambres', '2 salles de bain/eau', 'Séjour 45 m²']","['Ascenseur', 'Terrasse', 'Balcon', 'Garage', 'Bâtiment composé de 5 étages']",Appartement,4.0,895000,2.0,101.0,4.0,2.0,45.0,,False,False,False,False,False,False,False,True,False,False,False,False,True,True,5.0
Maison à vendre,6 pièces •                            125 m2,Méréville,210 500 €,"['6 pièces', 'Surface 125 m²', '5 chambres', '2 salles de bain/eau', 'Terrain 700 m²', 'Séjour 27,40 m²']","['Cheminée', 'Terrasse', 'Cave', 'Avec jardin privatif']",Maison,6.0,210500,5.0,125.0,6.0,2.0,27.0,700.0,False,False,True,True,True,False,False,False,False,False,False,False,True,False,
Appartement à vendre,2 pièces •                            46 m2,Palaiseau,169 500 €,"['2 pièces', 'Surface 46 m²', '1 chambre', '1 salle de bain/eau']","['Avec jardin privatif', '1 place de parking']",Appartement,2.0,169500,,46.0,2.0,1.0,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,
Appartement à vendre,3 pièces •                            63 m2,Chilly-Mazarin,147 000 €,"['3 pièces', 'Surface 63 m²', '2 chambres', '1 salle de bain/eau']","['Ascenseur', 'Balcon', 'Cave', 'Bâtiment composé de 7 étages']",Appartement,3.0,147000,2.0,63.0,3.0,1.0,,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,7.0
Appartement à vendre,"4 pièces •                            77,98 m2",Les Ulis,189 500 €,"['4 pièces', 'Surface 78 m²', '3 chambres', '2 salles de bain/eau']","['Ascenseur', 'Gardien', 'Balcon', 'Garage', 'Cave', 'Bâtiment composé de 4 étages', 'Étage 3']",Appartement,4.0,189500,3.0,78.0,4.0,2.0,,,False,False,False,True,False,False,False,True,True,False,False,False,False,True,4.0
Maison à vendre,7 pièces •,Montgeron,335 500 €,"['7 pièces', 'Surface 104,67 m²', '5 chambres', '3 salles de bain/eau', 'Terrain 224 m²', 'Séjour 25,27 m²']","['Garage', 'Cave', 'Avec jardin privatif', '1 place de parking']",Maison,7.0,335500,5.0,104.0,7.0,3.0,25.0,224.0,False,True,True,True,False,False,False,True,False,False,False,False,False,False,
Maison à vendre,4 pièces •                            73 m2,Brétigny-sur-Orge,285 000 €,"['4 pièces', 'Surface 73 m²', '3 chambres', '1 salle de bain/eau', 'Séjour 22,84 m²']","['Alarme', 'Avec jardin privatif', '1 place de parking']",Maison,4.0,285000,3.0,73.0,4.0,1.0,22.0,,True,True,True,False,False,False,False,False,False,False,False,False,False,False,
Maison à vendre,5 pièces •,Saint-Maurice-Montcouronne,580 000 €,"['5 pièces', 'Surface 150 m²', '4 chambres', '2 salles de bain/eau', 'Terrain 1\xa0038 m²', 'Séjour 51 m²']","['Cheminée', 'Alarme', 'Piscine', 'Terrasse', 'Garage', 'Avec jardin privatif', '1 place de parking']",Maison,5.0,580000,4.0,150.0,5.0,2.0,51.0,1.0,True,True,True,False,True,False,False,True,False,False,False,True,True,False,
Maison à vendre,7 pièces •                            209 m2,Villebon-sur-Yvette,495 000 €,"['7 pièces', 'Surface 209 m²', '5 chambres', '2 salles de bain/eau', 'Terrain 708 m²', 'Séjour 78,60 m²']","['Grenier', 'Cheminée', 'Terrasse']",Maison,7.0,495000,5.0,209.0,7.0,2.0,78.0,708.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,
